Code,Indicator Name,Short definition,Long definition,Source,Topic
UIS.GCS.LOWERSEC.GPIA,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, adjusted gender parity index (GPIA)","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, both sexes (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.COG.GPIA,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Cognitive Dimension, adjusted gender parity index (GPIA)","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/","The Adjusted Gender Parity Index (GPIA) is calculated by dividing the female value for the indicator by the male value for the indicator. If the resulting value exceeds 1, the ratio is inverted and subtracted from 2. The adjusted gender parity index is symmetrical around 1 and lies in the range 0-2. An adjusted GPI equal to 1 indicates parity between females and males. In general, a value less than 1 indicates disparity in favor of males and a value greater than 1 indicates disparity in favor of females. For more information, consult the UNESCO Institute for Statistics: http://uis.unesco.org/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.COG,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Cognitive Dimension, both sexes (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.COG.F,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Cognitive Dimension, female (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.COG.M,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Cognitive Dimension, male (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.F,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, female (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.M,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, male (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.FREE,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Freedom, both sexes (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.FREE.F,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Freedom, female (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.FREE.M,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Freedom, male (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.GEQU,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Gender equality, both sexes (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.GEQU.F,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Gender equality, female (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.GEQU.M,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Gender equality, male (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.GLOC,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Global-local thinking, both sexes (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.GLOC.F,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Global-local thinking, female (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.GLOC.M,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Global-local thinking, male (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.MULT,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Multiculturalism, both sexes (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.MULT.F,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Multiculturalism, female (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.MULT.M,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Multiculturalism, male (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.PEAC,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Peace, both sexes (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
UIS.GCS.LOWERSEC.NCOG.PEAC.F,"Percentage of students in lower secondary education showing adequate understanding of issues relating to global citizenship and sustainability, Non-cognitive Dimension, Peace, female (%)","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/","Percentage of students with an adequate understanding of issues relating to global citizenship and sustainability, a concept which nurtures respect for all, building a sense of belonging to a common humanity and helping learners become responsible and active global citizens. Global citizenship education aims to empower learners to assume active roles to face and resolve global challenges and to become proactive contributors to a more peaceful, tolerant, and inclusive and secure world. The value is calculated as the number of students at the relevant stage of education in a given year achieving or exceeding the pre-defined level of adequate understanding of issues relating to global citizenship and sustainability within a given country or region and expressed as a percentage of the total number of students at the same stage of education and year. For more information, consult the UNESCO Institute of Statistics website: http://www.uis.unesco.org/Education/",UNESCO Institute for Statistics,Secondary
