Country Name,Country Code,Series,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Chile,CHL,"Completion rate, upper secondary education, rural, middle quintile, both sexes (%)",UIS.CR.3.RUR.Q3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,36.12,..,..,42.54,..,..,58.84,..,..,65.28,..,67.25,..,70.36,..,81.4,..,77.24,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, middle quintile, female (%)",UIS.CR.3.RUR.Q3.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.43,..,..,50.86,..,..,60.22,..,..,70.13,..,67.2,..,78.5,..,85.19,..,88.98,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, middle quintile, male (%)",UIS.CR.3.RUR.Q3.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.56,..,..,35.06,..,..,57.46,..,..,60.74,..,67.3,..,61.05,..,77.05,..,68.07,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, poorest quintile, adjusted gender parity index (GPIA)",UIS.CR.3.RUR.Q1.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.16321,..,..,1.18419,..,..,0.95403,..,..,0.91264,..,1.14234,..,1.34176,..,1.07298,..,1.13363,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, poorest quintile, both sexes (%)",UIS.CR.3.RUR.Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25.17,..,..,29.24,..,..,46.23,..,..,57.72,..,62.7,..,63.73,..,68.29,..,74.14,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, poorest quintile, female (%)",UIS.CR.3.RUR.Q1.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.02,..,..,31.87,..,..,45.24,..,..,55.58,..,66.39,..,74.41,..,70.7,..,79.1,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, poorest quintile, male (%)",UIS.CR.3.RUR.Q1.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.61,..,..,26,..,..,47.42,..,..,60.9,..,56.94,..,48.98,..,65.54,..,68.53,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, richest quintile, adjusted gender parity index (GPIA)",UIS.CR.3.RUR.Q5.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.26931,..,..,1.13701,..,..,1.12104,..,..,1.04005,..,1.14724,..,1.08835,..,1.10656,..,1.16619,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, richest quintile, both sexes (%)",UIS.CR.3.RUR.Q5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58.45,..,..,68.68,..,..,79.28,..,..,89.15,..,81.32,..,86.21,..,88.57,..,85.94,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, richest quintile, female (%)",UIS.CR.3.RUR.Q5.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.66,..,..,74.52,..,..,85.01,..,..,91.13,..,89.04,..,90.89,..,94.22,..,94.77,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, richest quintile, male (%)",UIS.CR.3.RUR.Q5.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,50.9,..,..,64.31,..,..,74.72,..,..,87.48,..,75.93,..,82.86,..,84.18,..,79.02,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, second quintile, adjusted gender parity index (GPIA)",UIS.CR.3.RUR.Q2.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.44889,..,..,0.90002,..,..,1.00817,..,..,1.09397,..,1.11911,..,1.14736,..,1.01767,..,1.02775,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, second quintile, both sexes (%)",UIS.CR.3.RUR.Q2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,27.57,..,..,38.77,..,..,54.89,..,..,63.87,..,66.59,..,65.18,..,78.61,..,78.32,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, second quintile, female (%)",UIS.CR.3.RUR.Q2.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,35.71,..,..,36.73,..,..,55.09,..,..,66.72,..,70.44,..,70.17,..,79.21,..,79.28,..,..,..
Chile,CHL,"Completion rate, upper secondary education, rural, second quintile, male (%)",UIS.CR.3.RUR.Q2.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19.68,..,..,40.81,..,..,54.64,..,..,60.45,..,62.05,..,59.83,..,77.81,..,77.08,..,..,..
Chile,CHL,"Completion rate, upper secondary education, second quintile, adjusted gender parity index (GPIA)",UIS.CR.3.Q2.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.15633,..,..,1.20186,..,..,1.06643,..,..,1.09789,..,1.09786,..,1.05322,..,1.02771,..,1.07708,..,..,..
Chile,CHL,"Completion rate, upper secondary education, second quintile, adjusted location parity index (LPIA)",UIS.CR.3.Q2.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.49676,..,..,0.586,..,..,0.76204,..,..,0.86043,..,0.88668,..,0.81516,..,0.95516,..,0.91261,..,..,..
Chile,CHL,"Completion rate, upper secondary education, second quintile, both sexes (%)",UIS.CR.3.Q2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.74,..,..,62.04,..,..,67.15,..,..,73.03,..,75.13,..,77.9,..,81.56,..,83.81,..,..,..
Chile,CHL,"Completion rate, upper secondary education, second quintile, female (%)",UIS.CR.3.Q2.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.67,..,..,68.76,..,..,69.4,..,..,76.82,..,78.68,..,79.85,..,82.65,..,87.05,..,..,..
Chile,CHL,"Completion rate, upper secondary education, second quintile, female, adjusted location parity index (LPIA)",UIS.CR.3.Q2.F.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.63092,..,..,0.51551,..,..,0.74607,..,..,0.85418,..,0.87243,..,0.86183,..,0.94534,..,0.89815,..,..,..
Chile,CHL,"Completion rate, upper secondary education, second quintile, male (%)",UIS.CR.3.Q2.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.28,..,..,54.88,..,..,64.79,..,..,69.3,..,70.98,..,75.6,..,80.36,..,80.34,..,..,..
Chile,CHL,"Completion rate, upper secondary education, second quintile, male, adjusted location parity index (LPIA)",UIS.CR.3.Q2.M.LPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.36216,..,..,0.67656,..,..,0.77846,..,..,0.85964,..,0.91009,..,0.76392,..,0.96443,..,0.92589,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, adjusted gender parity index (GPIA)",UIS.CR.3.URB.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01524,..,1.0329,1.05636,..,..,1.03469,..,..,1.02148,..,1.05943,..,1.05691,..,1.04167,..,1.04614,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, adjusted wealth parity index (WPIA)",UIS.CR.3.URB.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.47461,..,..,0.57247,..,..,0.64301,..,..,0.71225,..,0.70169,..,0.76113,..,0.79431,..,0.8176,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, both sexes (%)",UIS.CR.3.URB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.04,..,70.04771,76.91,..,..,81.57,..,..,81.53,..,81.86,..,83.58,..,85.05,..,86.62,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, female (%)",UIS.CR.3.URB.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,69.57,..,71.22009,79.14,..,..,83.02,..,..,82.41,..,84.3,..,85.93,..,86.88,..,88.65,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, female, adjusted wealth parity index (WPIA)",UIS.CR.3.URB.F.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.51327,..,..,0.60686,..,..,0.67611,..,..,0.71649,..,0.70223,..,0.77922,..,0.77808,..,0.83405,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, fourth quintile, adjusted gender parity index (GPIA)",UIS.CR.3.URB.Q4.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.03591,..,..,1.0483,..,..,1.05152,..,..,1.01809,..,1.05587,..,1.07242,..,1.08656,..,1.06813,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, fourth quintile, both sexes (%)",UIS.CR.3.URB.Q4,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83.3,..,..,85.73,..,..,90.7,..,..,88.67,..,91.26,..,88.73,..,90.66,..,90.86,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, fourth quintile, female (%)",UIS.CR.3.URB.Q4.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,84.93,..,..,88,..,..,93.37,..,..,89.56,..,93.96,..,92.1,..,95.19,..,94.38,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, fourth quintile, male (%)",UIS.CR.3.URB.Q4.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,81.88,..,..,83.75,..,..,88.56,..,..,87.94,..,88.71,..,85.43,..,86.95,..,87.95,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, male (%)",UIS.CR.3.URB.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,68.51,..,68.87661,74.68,..,..,80.14,..,..,80.64,..,79.29,..,81.04,..,83.26,..,84.56,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, male, adjusted wealth parity index (WPIA)",UIS.CR.3.URB.M.WPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.43061,..,..,0.52507,..,..,0.60283,..,..,0.70704,..,0.69418,..,0.72947,..,0.80736,..,0.79475,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, middle quintile, adjusted gender parity index (GPIA)",UIS.CR.3.URB.Q3.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.01221,..,..,1.08666,..,..,1.04154,..,..,1.05293,..,1.07818,..,1.09152,..,1.05616,..,1.07479,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, middle quintile, both sexes (%)",UIS.CR.3.URB.Q3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.8,..,..,80.91,..,..,83.2,..,..,83.64,..,81.73,..,85.6,..,87.17,..,87.44,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, middle quintile, female (%)",UIS.CR.3.URB.Q3.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,71.27,..,..,84.58,..,..,84.98,..,..,85.96,..,85.32,..,89.82,..,89.74,..,90.92,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, middle quintile, male (%)",UIS.CR.3.URB.Q3.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,70.4,..,..,77.25,..,..,81.45,..,..,81.41,..,78.65,..,81.6,..,84.7,..,84.12,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, poorest quintile, adjusted gender parity index (GPIA)",UIS.CR.3.URB.Q1.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.13442,..,..,1.15257,..,..,1.11506,..,..,1.00974,..,1.048,..,1.09846,..,1.01596,..,1.05369,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, poorest quintile, both sexes (%)",UIS.CR.3.URB.Q1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.56,..,..,54.15,..,..,61.51,..,..,67.45,..,67.79,..,72.33,..,74.61,..,77.86,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, poorest quintile, female (%)",UIS.CR.3.URB.Q1.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.42,..,..,58.07,..,..,64.92,..,..,67.73,..,69.17,..,75.46,..,75.17,..,79.71,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, poorest quintile, male (%)",UIS.CR.3.URB.Q1.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,40.18,..,..,49.21,..,..,57.45,..,..,67.07,..,65.85,..,68.03,..,73.97,..,75.43,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, richest quintile, adjusted gender parity index (GPIA)",UIS.CR.3.URB.Q5.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.96924,..,..,1.02059,..,..,1.0075,..,..,0.99652,..,1.03695,..,1.03697,..,1.05165,..,1.00691,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, richest quintile, both sexes (%)",UIS.CR.3.URB.Q5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,91.78,..,..,94.59,..,..,95.66,..,..,94.7,..,96.61,..,95.03,..,93.93,..,95.23,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, richest quintile, female (%)",UIS.CR.3.URB.Q5.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,90.44,..,..,95.69,..,..,96.02,..,..,94.53,..,98.5,..,96.84,..,96.61,..,95.57,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, richest quintile, male (%)",UIS.CR.3.URB.Q5.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93.31,..,..,93.72,..,..,95.3,..,..,94.86,..,94.86,..,93.26,..,91.62,..,94.91,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, second quintile, adjusted gender parity index (GPIA)",UIS.CR.3.URB.Q2.GPIA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.03993,..,..,1.1534,..,..,1.04943,..,..,1.09973,..,1.15556,..,1.03807,..,1.03712,..,1.05687,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, second quintile, both sexes (%)",UIS.CR.3.URB.Q2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.5,..,..,66.16,..,..,72.03,..,..,74.23,..,75.1,..,79.96,..,82.3,..,85.82,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, second quintile, female (%)",UIS.CR.3.URB.Q2.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,56.6,..,..,71.25,..,..,73.84,..,..,78.11,..,80.74,..,81.42,..,83.79,..,88.27,..,..,..
Chile,CHL,"Completion rate, upper secondary education, urban, second quintile, male (%)",UIS.CR.3.URB.Q2.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,54.34,..,..,60.32,..,..,70.19,..,..,70.32,..,68.18,..,78.32,..,80.68,..,83.25,..,..,..
Chile,CHL,"Enrolment in lower secondary education, both sexes (number)",UIS.E.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,471753,500847,557079,..,587567,598736,605927,600733,591744,578346,569981,549092,526510,513046,504618,526207,524331,514170,505785,500491,501357,..,..
Chile,CHL,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,232088,246559,272425,..,288118,292806,295318,291778,286897,281675,277490,267282,258048,252090,248344,256413,255156,250064,246126,243020,242799,..,..
Chile,CHL,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,239665,254288,284654,..,299449,305930,310609,308955,304847,296671,292491,281810,268462,260956,256274,269794,269175,264106,259659,257471,258558,..,..
Chile,CHL,"Enrolment in secondary education, both sexes (number)",SE.SEC.ENRL,590130,689305,764393,823613,848773,848408,863413,903617,933204,967455,969693,979454,982337,1051593,1089719,1133670,1153246,..,1196815,1165721,1117511,1386860,1390586,1110657,..,..,..,..,1245787,1304679,1391283,..,1496937,1557120,1594966,1630099,1633868,1611631,1588836,1528200,1518224,1493033,1443554,1571374,1556372,1546323,1530162,1520724,1522145,..,..
Chile,CHL,"Enrolment in secondary education, female (number)",SE.SEC.ENRL.FE,304331,351954,390081,422593,441146,439887,451543,467739,481706,501650,501213,508938,500611,535177,552568,576041,584522,..,..,588735,566292,689414,695191,562270,..,..,..,..,625339,654039,691798,..,742407,770414,789503,806280,811077,802060,790873,761724,757270,744728,721788,775809,767920,762059,754214,748807,748235,..,..
Chile,CHL,"Enrolment in secondary education, male (number)",UIS.E.23.M,285799,337351,374312,401020,407627,408521,411870,435878,451498,465805,468480,470516,481726,516416,537151,557629,568724,..,..,576986,551219,697446,695395,548387,..,..,..,..,620448,650640,699485,..,754530,786706,805463,823819,822791,809571,797963,766476,760954,748305,721766,795565,788452,784264,775948,771917,773910,..,..
Chile,CHL,"Enrolment in upper secondary education, both sexes (number)",UIS.E.3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,774034,803832,834204,..,909370,958384,989039,1029366,1042124,1033285,1018855,979108,991714,979987,938936,1045167,1032041,1032153,1024377,1020233,1020788,..,..
Chile,CHL,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,393251,407480,419373,..,454289,477608,494185,514502,524180,520385,513383,494442,499222,492638,473444,519396,512764,511995,508088,505787,505436,..,..
Chile,CHL,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,380783,396352,414831,..,455081,480776,494854,514864,517944,512900,505472,484666,492492,487349,465492,525771,519277,520158,516289,514446,515352,..,..
Chile,CHL,"Gross enrolment ratio, lower secondary, both sexes (%)",SE.SEC.ENRR.LO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.87389,90.5699,99.10339,..,101.77722,102.79965,103.17954,101.76689,100.94765,100.48143,101.31825,99.94849,98.23553,97.9748,98.32353,104.42728,105.95713,105.4446,104.23957,102.60946,101.8598,..,..
Chile,CHL,"Gross enrolment ratio, lower secondary, female (%)",SE.SEC.ENRR.LO.FE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.95072,90.71873,98.61788,..,101.57303,102.32856,102.36894,100.63115,99.64539,99.64201,100.43942,99.07406,98.05075,98.03113,98.52887,103.60498,104.98,104.4187,103.25766,101.41087,100.39945,..,..
Chile,CHL,"Gross enrolment ratio, lower secondary, gender parity index (GPI)",UIS.GER.2.GPI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.00174,1.00324,0.99041,..,0.99606,0.99103,0.98467,0.9783,0.97496,0.98371,0.9831,0.98295,0.99631,1.00113,1.00411,0.98464,0.98204,0.98106,0.98165,0.97729,0.9722,..,..
Chile,CHL,"Gross enrolment ratio, lower secondary, male (%)",SE.SEC.ENRR.LO.MA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,86.79961,90.42605,99.57254,..,101.97445,103.25461,103.96223,102.86328,102.20471,101.29162,102.16634,100.79222,98.41379,97.92043,98.12536,105.221,106.90032,106.4347,105.1877,103.76707,103.27036,..,..
Chile,CHL,"Gross enrolment ratio, primary and lower secondary, both sexes (%)",UIS.GER.12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,99.14639,100.58515,102.0612,..,101.07585,100.50049,103.903,103.82348,104.21945,105.0933,105.87895,104.75865,102.29196,101.98058,101.96501,102.22385,102.21413,101.87197,101.78378,101.7205,102.10059,..,..
Chile,CHL,"Gross enrolment ratio, primary and lower secondary, female (%)",UIS.GER.12.F,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,98.02385,99.4959,100.98288,..,100.09835,99.42464,101.85545,101.74617,102.07579,102.86582,103.52402,102.55995,101.12064,100.74538,100.76839,100.79525,100.77705,100.45093,100.39602,100.30406,100.59887,..,..
Chile,CHL,"Gross enrolment ratio, primary and lower secondary, gender parity index (GPI)",UIS.GER.12.GPI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.97798,0.97893,0.97944,..,0.98117,0.97918,0.962,0.96143,0.96038,0.95919,0.95722,0.95959,0.97775,0.97648,0.9772,0.97291,0.97274,0.97296,0.97355,0.97299,0.9715,..,..
Chile,CHL,"Gross enrolment ratio, primary and lower secondary, male (%)",UIS.GER.12.M,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,100.23052,101.63692,103.10224,..,102.01925,101.53869,105.87861,105.82747,106.28733,107.24182,108.15015,106.87899,103.42146,103.17194,103.11943,103.60231,103.60081,103.24293,103.12326,103.08796,103.55055,..,..
Chile,CHL,"Gross enrolment ratio, primary and secondary, both sexes (%)",UIS.GER.123,82.69512,89.40893,91.98904,93.87617,94.07645,92.09354,90.26394,90.53353,90.73975,91.55896,89.94433,89.10175,88.01868,89.38069,88.82327,90.29319,90.08991,..,90.16177,89.54859,88.55216,97.37453,95.96637,86.93779,..,..,..,..,91.49225,93.09071,94.57634,..,94.98999,95.51207,98.19655,98.86961,99.07274,99.04189,98.97673,97.18833,96.45521,96.56499,96.02457,100.48736,100.80787,101.24239,101.38113,101.63079,102.27274,..,..
Chile,CHL,"Gross enrolment ratio, primary and secondary, female (%)",UIS.GER.123.F,83.23805,89.55749,92.04034,94.17864,94.57146,92.42313,90.97772,90.90978,91.00075,91.93142,90.19407,89.61485,87.56764,89.19495,88.53436,90.17838,89.8993,..,..,89.72274,88.89579,97.09067,95.87537,87.27042,..,..,..,..,91.47103,93.06968,94.38279,..,94.74735,95.1658,97.30492,98.01081,98.39581,98.36852,98.25248,96.62412,96.47635,96.49798,96.05275,99.95503,100.25996,100.65149,100.78643,100.98573,101.52107,..,..
Chile,CHL,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.01313,1.00331,1.00111,1.00642,1.0105,1.00713,1.01582,1.00828,1.00572,1.0081,1.00552,1.01148,0.9899,0.99589,0.99358,0.99749,0.99582,..,..,1.00385,1.00768,0.99427,0.99813,1.00756,..,..,..,..,0.99954,0.99956,0.99598,..,0.99499,0.9929,0.98231,0.98307,0.98666,0.98673,0.98572,0.98866,1.00043,0.99864,1.00058,0.98964,0.98937,0.9886,0.98853,0.9876,0.98565,..,..
Chile,CHL,"Gross enrolment ratio, primary and secondary, male (%)",UIS.GER.123.M,82.15936,89.26231,91.93841,93.57778,93.58833,91.76868,89.56058,90.16294,90.48283,91.1926,89.69888,88.59776,88.46138,89.56284,89.10626,90.4055,90.27621,..,..,89.379,88.21797,97.65035,96.05471,86.6152,..,..,..,..,91.51277,93.11103,94.76334,..,95.22435,95.84647,99.05746,99.69865,99.72618,99.69183,99.67568,97.73276,96.43482,96.62966,95.99736,101.00124,101.33676,101.81261,101.95537,102.25381,102.99879,..,..
Chile,CHL,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,44.00852,50.6166,55.2778,58.62473,59.44721,58.47259,58.73206,60.81887,62.31551,64.25096,64.21064,64.88629,65.15562,69.84864,72.51904,75.60779,77.01826,..,79.8983,77.61585,74.06543,91.53207,91.36072,72.64937,..,..,..,..,78.90661,81.49079,85.52158,..,88.94139,91.27257,92.37826,93.49675,93.25523,92.0882,91.385,88.97956,90.00819,90.46908,89.50108,99.59392,100.68209,101.78093,101.77753,101.83142,102.36755,..,..
